timestamp_utc,trip_id,tren,fecha_tren,estado,retraso_seg,retraso_min
2026-04-13T02:50:18Z,1099L21703C2,1099L,,SCHEDULED,-60,-1.0
2026-04-13T02:55:15Z,1099L21703C2,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:00:38Z,5199L78280R2,5199L,,SCHEDULED,540,9.0
2026-04-13T03:00:38Z,6199L35655C1,6199L,,SCHEDULED,60,1.0
2026-04-13T03:00:38Z,1099L21703C2,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:00:38Z,1099L20203C4a,1099L,,SCHEDULED,180,3.0
2026-04-13T03:00:38Z,1099L19799C1,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:05:16Z,5199L78280R2,5199L,,SCHEDULED,180,3.0
2026-04-13T03:05:16Z,5199L77600R4,5199L,,SCHEDULED,60,1.0
2026-04-13T03:05:16Z,1099L19799C1,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:05:16Z,1099L21703C2,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:05:16Z,1099L20203C4a,1099L,,SCHEDULED,120,2.0
2026-04-13T03:10:18Z,3099L23500C1,3099L,,SCHEDULED,-60,-1.0
2026-04-13T03:10:18Z,5199L77400R4,5199L,,SCHEDULED,60,1.0
2026-04-13T03:10:18Z,5199L25702R1,5199L,,SCHEDULED,180,3.0
2026-04-13T03:10:18Z,5199L77600R4,5199L,,SCHEDULED,60,1.0
2026-04-13T03:10:18Z,5199L78280R2,5199L,,SCHEDULED,240,4.0
2026-04-13T03:10:18Z,5199L28557R2N,5199L,,SCHEDULED,-60,-1.0
2026-04-13T03:10:18Z,6199L35652C1,6199L,,SCHEDULED,120,2.0
2026-04-13T03:10:18Z,1099L20403C4b,1099L,,SCHEDULED,120,2.0
2026-04-13T03:10:18Z,1099L20205C4a,1099L,,SCHEDULED,120,2.0
2026-04-13T03:10:18Z,1099L21500C2,1099L,,SCHEDULED,120,2.0
2026-04-13T03:10:18Z,1099L19799C1,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:15:18Z,5199L77502R4,5199L,,SCHEDULED,480,8.0
2026-04-13T03:15:18Z,5199L25702R1,5199L,,SCHEDULED,60,1.0
2026-04-13T03:15:18Z,5199L78280R2,5199L,,SCHEDULED,240,4.0
2026-04-13T03:15:18Z,1099L78002C3,1099L,,SCHEDULED,120,2.0
2026-04-13T03:15:18Z,1099L20203C4a,1099L,,SCHEDULED,120,2.0
2026-04-13T03:15:18Z,1099L20403C4b,1099L,,SCHEDULED,300,5.0
2026-04-13T03:15:18Z,1099L20205C4a,1099L,,SCHEDULED,180,3.0
2026-04-13T03:15:18Z,1099L19799C1,1099L,,SCHEDULED,-60,-1.0
2026-04-13T03:15:18Z,1099L21703C2,1099L,,SCHEDULED,120,2.0
2026-04-13T03:20:19Z,5199L25702R1,5199L,,SCHEDULED,60,1.0
2026-04-13T03:20:19Z,5199L78280R2,5199L,,SCHEDULED,300,5.0
2026-04-13T03:20:19Z,6099L26501C3,6099L,,SCHEDULED,120,2.0
2026-04-13T03:20:19Z,6099L26100C1,6099L,,SCHEDULED,60,1.0
2026-04-13T03:20:19Z,6199L35655C1,6199L,,SCHEDULED,60,1.0
2026-04-13T03:20:19Z,1099L76811C7,1099L,,SCHEDULED,-120,-2.0
2026-04-13T03:20:19Z,1099L78002C3,1099L,,SCHEDULED,180,3.0
2026-04-13T03:20:19Z,1099L20203C4a,1099L,,SCHEDULED,300,5.0
2026-04-13T03:20:19Z,1099L20403C4b,1099L,,SCHEDULED,240,4.0
2026-04-13T03:20:19Z,1099L20205C4a,1099L,,SCHEDULED,420,7.0
2026-04-13T03:20:19Z,1099L21501C2,1099L,,SCHEDULED,60,1.0
2026-04-13T03:20:19Z,1099L21703C2,1099L,,SCHEDULED,300,5.0
2026-04-13T03:20:19Z,1099L19799C1,1099L,,SCHEDULED,60,1.0
